99EPAD_933  Body Imaging
RID49788    initial vessel
RID4979     perfusion defect
RID49790    device retrieval
RID49791    catheter retrieval
RID49792    additional area
RID49793    multiple areas
RID49809    distinctive rim
RID49810    hepatobiliary phase
RID49815    patient
RID49816    high-risk patient
RID49820    transitional phase
RID49821    unequivocal
RID49822    low ADC value
RID49830    panoramic
RID49831    tube replacement
RID49834    true
RID49835    false
RID49838    tissue sampling
RID49839    nephrostomy tube
RID4984     retention
RID49842    unlisted
RID49849    percutaneous drainage tube
RID4985     enterolith
RID49850    radiosurgery
RID49855    without and with
RID49860    anteversion
RID4987     coprolith
RID4988     appendicolith
RID4989     gallstone
RID4990     gallstone in gallbladder
RID49914    Vascular
RID4992     gallstone in bile duct
RID49936    set of cervical spine vessels
RID4994     calculus
RID4996     urolithiasis
RID5000     calcium stone
RID5001     cystine stone
RID5002     uric acid stone
RID5005     oxalate stone
RID5006     infection stone
RID5008     bladder calculus
RID5010     sialolithiasis
RID5012     microlith
RID5013     cast
RID5014     impaction
RID50146    coronary artery calcification
RID5015     inspissation
RID5016     stenosis
RID5018     congenital stenosis
RID5020     middle aortic syndrome
RID5022     stricture
RID5026     lower esophageal ring
RID5027     Schatzki ring
RID5028     spinal stenosis
RID5029     central spinal stenosis
RID50302    PI-RADS 1 - T2WI PZ Normal
RID5031     moderate central spinal stenosis
RID5034     foraminal spinal stenosis
RID5035     hypertrophic pyloric stenosis
RID50364    normal anatomy
RID5037     thrombus
RID5038     ulcer
RID5039     peptic ulcer
RID5040     solitary rectal ulcer syndrome
RID5041     mucosal erosion
RID5043     Degenerative
RID5045     degeneration
RID5046     atrophy
RID5047     porencephaly
RID5048     demyelinating disease
RID5050     central pontine myelinolysis
RID5052     extrapontine myelinolysis
RID5054     denervation
RID5056     hypoxic-ischemic encephalopathy
RID5059     kernicterus
RID50609    breast imaging
RID50618    musculoskeletal radiology
RID5064     hyperammonemic encephalopathy
RID5065     Wernicke encephalopathy
RID5066     Wallerian degeneration
RID5067     fragmentation
RID5069     diffuse idiopathic skeletal hyperostosis
RID5072     enthesophyte
RID5073     enthesopathy
RID5074     neuropathic joint
RID5076     osteophyte
RID5079     marginal osteophyte
RID5080     osteophytosis
RID5081     central osteophyte
RID5082     periosteal reaction
RID5084     rhabdomyolysis
RID5086     intervertebral disc degeneration
RID5088     disc height loss
RID5089     disc bulge
RID5090     disc herniation
RID5091     disc protrusion
RID5092     focal disc protrusion
RID5094     disc extrusion
RID5097     sequestrated disc fragment
RID5105     intervertebral osteochondrosis
RID5116     spondylitis
RID5119     syndesmophyte
RID5120     spondylolysis
RID5121     spondylosis deformans
RID5123     tendinosis
RID5124     myxomatous degeneration
RID5125     neurodegenerative disease
RID5126     ataxia telangiectasia
RID5128     amyotrophic lateral sclerosis
RID5130     cerebrotendinous xanthomatosis
RID5131     Cockayne Syndrome
RID5136     dementia
RID5137     Alzheimer disease
RID5140     frontotemporal dementia
RID5142     dementia with Lewy bodies
RID5143     dementia pugilistica
RID5148     multi-infarct dementia
RID5149     Dyke-Davidoff-Masson syndrome
RID5150     Fahr syndrome
RID5152     Friedreich ataxia
RID5153     hereditary cerebellar atrophy
RID5155     hypertrophic olivary degeneration
RID5157     Machado-Joseph disease
RID5158     multiple system atrophy
RID5161     neurosyphilis
RID5163     Parkinson disease
RID5165     progressive supranuclear palsy
RID5166     Rett syndrome
RID5167     subacute combined degeneration of spinal cord
RID5170     phthisis bulbi
RID5171     necrosis
RID5172     infarction
RID5175     infarction of spleen
RID5178     stroke
RID5180     osteonecrosis
RID5181     dysbaric osteonecrosis
RID5182     Kienbock disease
RID5183     Panner disease
RID5185     Sinding-Larsen-Johansson disease
RID5186     papillary necrosis
RID5187     deposition
RID5188     amyloid deposition
RID519      first obtuse marginal artery
RID5191     crystal deposition
RID5192     monosodium urate deposition
RID5193     tophus
RID5196     calcification
RID5197     milk of calcium
RID5198     porcelain gallbladder
RID5199     milk of calcium bile
RID5202     tumoral calcinosis
RID5203     iron overload
RID5205     hemochromatosis
RID5207     fluorosis
RID5208     pigment deposition
RID5209     siderotic nodule
RID5211     superficial siderosis
RID5212     glycogen deposition
RID5213     glycogenic acanthosis
RID5214     cholesterol deposition
RID5215     cholesterolosis
RID5216     fat deposition
RID5217     steatosis
RID5219     lipomatous infiltration
RID5221     xanthoma
RID5222     resorption
RID5223     ossification
RID5226     heterotopic ossification
RID5227     sclerosis
RID5228     osteosclerosis
RID5230     disease spread
RID5231     metastasis
RID5234     direct extension
RID5235     lymphangitic spread
RID5236     hematogenous spread
RID5237     perineural spread
RID5238     motor dysfunction
RID5240     dyskinesia
RID5244     delayed emptying
RID5245     dumping syndrome
RID5246     ileus
RID5248     eventration
RID5249     flail
RID5251     irritable bowel syndrome
RID5253     cathartic colon
RID5254     paresis
RID5255     gastroparesis
RID5256     paralysis
RID5259     reflux
RID5260     gastroesophageal reflux
RID5261     vesicoureteral reflux
RID5262     restricted motion
RID5263     stasis
RID5266     dysphagia
RID5272     meconium ileus
RID5275     malabsorption
RID5276     bacterial overgrowth syndrome
RID5277     celiac disease
RID5281     Whipple disease
RID5284     meconium plug
RID5287     distal intestinal obstruction syndrome
RID5294     loin pain hematuria syndrome
RID5296     hereditary nephritis
RID5298     neurogenic bladder disease
RID5304     renal parenchymal disease
RID5307     renal failure
RID5308     uremia
RID5309     azotemia
RID5310     proteinuria
RID5311     acute tubular necrosis
RID5312     interstitial nephritis
RID5313     hemolytic uremic syndrome
RID5315     reflux nephropathy
RID5317     chronic obstructive pulmonary disease
RID5319     adult respiratory distress syndrome
RID5321     pulmonary aspiration
RID5322     aspiration of solid foreign body
RID5323     aspiration of digestive secretions
RID5324     aspiration of lipid
RID5325     aspiration of liquid
RID5326     aspiration of water
RID5327     asthma
RID5328     chronic infiltrative lung disease
RID5329     interstitial pneumonia
RID5330     acute interstitial pneumonia
RID5331     desquamative interstitial pneumonia
RID5333     usual interstitial pneumonia
RID5335     cryptogenic organizing pneumonia
RID5341     nonspecific interstitial pneumonia
RID5342     lymphocytic interstitial pneumonia
RID5343     pneumoconiosis
RID5344     silicosis
RID5345     progressive massive fibrosis
RID5346     asbestosis
RID5347     other silicate pneumoconiosis
RID5348     inert dust pneumoconiosis
RID5349     miscellaneous organic dust pneumoconiosis
RID5350     pneumonia
RID5351     eosinophilic pneumonia
RID5352     pneumothorax
RID5353     Endocrine Disorder
RID5354     hypoglycemia
RID5357     wart
RID5360     paraneoplastic syndrome
RID5363     fracture nonunion
RID5365     Hill-Sachs deformity
RID5367     intraarticular osseous body
RID5369     osteochondrosis
RID5370     Freiberg infraction
RID5373     Group I Legg-Calve-Perthes disease
RID5374     Group II Legg-Calve-Perthes disease
RID5375     Group III Legg-Calve-Perthes disease
RID5376     Group IV Legg-Calve-Perthes disease
RID5377     Osgood-Schlatter disease
RID5378     Scheuermann disease
RID5379     Sever disease
RID5380     osteochondritis
RID5381     osteochondritis dissecans
RID5382     osteolysis
RID5384     acroosteolysis
RID5385     relapsing polychondritis
RID5387     demineralization
RID5388     osteopenia
RID5389     osteoporosis
RID5390     transient osteoporosis
RID5391     osteomalacia
RID5392     osteopetrosis
RID5395     ankylosis
RID5397     cartilage defect
RID5398     chondrocalcinosis
RID5399     chondrolysis
RID5400     chondromalacia
RID5401     pseudarthrosis
RID5411     bathrocephaly
RID5412     brachycephaly
RID5417     plagiocephaly
RID5418     scaphocephaly
RID5419     turricephaly
RID5425     foreign body
RID5426     bezoar
RID5428     phytobezoar
RID5430     battery pack
RID5433     cardiac defibrillator
RID5434     automated implantable cardiac defibrillator
RID5436     pacemaker
RID5437     electrical stimulator
RID5438     brain stimulator
RID5441     dorsal column stimulation unit
RID5442     bone stimulator device
RID5445     deep brain stimulator
RID5446     intracranial pressure monitor
RID5447     hearing aid
RID5448     cochlear implant
RID5449     orbital prosthesis
RID5450     ocular prosthesis
RID5451     balloon
RID5452     detachable balloon
RID5453     wire
RID5454     electrocardiogram lead
RID5456     electrode
RID5457     recording electrode
RID5463     partial ossicular replacement
RID5468     vertebral body cage
RID5470     bone dowel
RID5471     fixation device
RID5474     Kirschner wire
RID5476     Steinman pin
RID5477     orthopedic screw
RID5479     cancellous screw
RID5480     cortical screw
RID5481     dynamic compression screw
RID5482     Herbert screw
RID5483     interference screw
RID5484     interfragmentary screw
RID5486     pedicle screw
RID5487     Schanz screw
RID5488     syndesmotic screw
RID5490     orthopedic plate
RID5491     blade plate
RID5495     dynamic compression plate
RID5497     fusion plate
RID5502     periarticular locking plate
RID5503     reconstruction plate
RID5504     spider plate
RID5505     T plate
RID5506     tibial condylar plate
RID5507     tubular plate
RID5512     Rush rod
RID5513     staple
RID5514     surgical staple
RID5516     clamp
RID5517     external fixator
RID5520     ring fixator
RID5530     external device
RID5531     sling
RID5532     splint
RID5534     cervical collar
RID5536     halo vest
RID5537     arthroplasty device
RID5540     synthetic material
RID5543     unicompartmental prosthesis
RID5544     dental device
RID5545     dental filling
RID5549     valve
RID5550     prosthetic cardiac valve
RID5555     tube
RID5557     endotracheal tube
RID5558     nasotracheal tube
RID5559     orotracheal tube
RID5560     tracheostomy tube
RID5561     feeding tube
RID5562     gastric tube
RID5566     nasogastric tube
RID5568     nasoenteric feeding tube
RID5570     orogastric tube
RID5571     mediastinal tube
RID5573     thoracostomy tube
RID5575     tympanostomy tube
RID5576     catheter
RID5577     brachytherapy catheter
RID5578     central venous catheter
RID5579     drainage catheter
RID5580     drug delivery catheter
RID5583     pigtail catheter
RID5584     Swan-Ganz catheter
RID5585     umbilical arterial catheter
RID5586     umbilical venous catheter
RID5587     intraaortic balloon pump
RID5588     shunt catheter
RID5589     cerebrospinal fluid shunt
RID5594     ventriculoperitoneal shunt
RID5596     ventriculoatrial shunt
RID5597     lumboperitoneal shunt
RID5598     stent
RID56       abdomen
RID5600     bone graft substitute
RID5601     demineralized bone matrix
RID5604     free silicone
RID5605     needle
RID5606     sponge
RID5607     surgical clip
RID5608     aneurysm clip
RID5609     surgical wire
RID5610     surgical drain
RID5611     wound-vac drain
RID5614     temperature probe
RID5617     antibiotic beads
RID5618     embolic material
RID5619     embolization coil
RID5622     adhesive
RID5623     particulate embolic agent
RID5624     decoration
RID5625     jewelry
RID5626     body piercing
RID5627     tattoo
RID5628     missile
RID5629     birdshot
RID5630     buckshot
RID5631     bullet
RID5632     shrapnel
RID5634     knife
RID5635     coin
RID5640     fetus
RID5641     child
RID5642     newborn
RID5643     infant
RID5646     adolescent
RID5647     adult
RID5648     young adult
RID5652     gender
RID5653     male
RID5654     female
RID5655     unknown
RID5658     Congential
RID5659     genetic
RID5660     hereditary
RID5661     sporadic
RID5662     acquired
RID5663     developmental
RID5664     Idiopathic
RID5665     iatrogenic
RID5666     spontaneous
RID5667     syndromic
RID5668     non-syndromic
RID5670     minimal
RID5671     mild
RID5672     moderate
RID5673     severe
RID5676     high grade
RID5677     low grade
RID5678     aggressive
RID5679     indolent
RID5680     invasive
RID5681     noninvasive
RID5682     expansile
RID5684     limited
RID5685     extensive
RID5686     incomplete
RID5687     partial
RID5689     complete
RID5691     minor
RID5692     major
RID5693     global
RID5694     segmental
RID5695     subsegmental
RID5696     age appropriate
RID5697     corrected
RID5699     coalescent
RID5700     grouped
RID5701     diffuse
RID5702     focal
RID5703     multifocal
RID5704     patchy
RID5705     scattered
RID5707     circumscribed margin
RID5709     indistinct margin
RID5710     obscured margin
RID5711     lobulated margin
RID5712     microlobulated margin
RID5713     spiculated margin
RID5714     smooth margin
RID5715     irregular margin
RID5718     acute
RID5719     chronic
RID5720     new
RID5721     old
RID5722     fixed
RID5723     reversible
RID5724     repetitive
RID5725     overuse
RID5726     previous
RID5727     residual
RID5728     permanent
RID5729     postoperative
RID5730     temporary
RID5732     increasing
RID5733     decreasing
RID5734     stable
RID5736     early onset
RID5737     late onset
RID5739     cystic
RID5740     serous
RID5741     solid
RID5742     hemorrhagic
RID5743     non-hemorrhagic
RID5745     proteinaceous
RID5746     mucinous
RID5747     calcified
RID5748     ossified
RID5749     fat-containing
RID5750     gas containing
RID5751     air containing
RID5752     lipid containing
RID5753     lipid rich
RID5754     lipid poor
RID5755     simple
RID5757     complex
RID5759     caseating
RID5760     non-caseating
RID5762     single
RID5765     multiple
RID5766     too little
RID5767     too much
RID5771     bilateral
RID5773     too small to characterize
RID5774     small
RID5775     medium
RID5778     large
RID5779     giant
RID5780     symmetric size
RID5781     asymmetric size
RID5782     expanded
RID5783     contracted
RID5784     collapsed
RID5785     decreased in height
RID5786     dilated
RID5787     distended
RID5788     constricted
RID5789     ectatic
RID5790     engorged
RID5791     enlarged
RID5792     shrunken
RID5793     deflated
RID5794     inflated
RID5795     overinflated
RID5796     prominent
RID5797     widened
RID5799     round
RID58       liver
RID580      ascending aorta
RID5800     oval
RID5801     lobular
RID5802     nodular
RID5803     micronodular
RID5804     macronodular
RID5805     polypoid
RID5806     pedunculated
RID5807     symmetrical
RID5808     asymmetrical
RID5809     irregular
RID581      aortic arch
RID5810     plate-like
RID5811     linear
RID5812     wedge-shaped
RID5813     beaded
RID5814     spoke-wheel
RID5815     straightened
RID5816     curved
RID5818     anterior
RID5819     posterior
RID582      brachiocephalic artery
RID5820     medial
RID5821     laterality
RID5822     superior
RID5823     inferior
RID5824     left
RID5825     right
RID5827     central
RID5828     peripheral
RID5829     proximal
RID5830     distal
RID5831     cranial
RID5832     caudal
RID5833     apical
RID5834     basilar
RID5835     deep position
RID5836     superficial
RID5837     depressed position
RID5838     detached
RID5839     deviated
RID584      common carotid artery
RID5840     displaced
RID5841     ectopic
RID5842     elevated position
RID5843     inverted
RID5844     retracted
RID5845     shifted
RID5846     median
RID5847     dorsal
RID5848     ventral
RID5849     adjacent
RID585      internal carotid artery
RID5850     prolapsed
RID5852     horizontal
RID5853     vertical
RID5854     transverse
RID5855     longitudinal
RID5857     radial
RID5858     concentric
RID5859     eccentric
RID5860     sagittal
RID5861     coronal
RID5864     aerated
RID5865     amorphous
RID5866     aphthous
RID5867     atrophic
RID5868     bilobed
RID5869     blunted
RID587      carotid sinus
RID5870     bulky
RID5871     compressed
RID5872     conglomerate
RID5873     consolidated
RID5874     discoid
RID5875     distorted
RID5876     emphysematous
RID5877     eroded
RID5878     fatty
RID5879     fibrous
RID5880     flattened
RID5881     fungating
RID5882     fusiform
RID5883     hydrated
RID5884     hyperinflated
RID5885     impinged
RID5886     indented
RID5887     invaginated
RID5889     lipid
RID589      vidian artery
RID5890     mixed
RID5891     multilocular
RID5892     narrowed
RID5893     obstructed
RID5894     occluded
RID5895     patent
RID5896     patulous
RID5897     plaquelike
RID5898     pleomorphic
RID5899     puckered
RID5900     punctate
RID5901     reconstructed
RID5902     reticular
RID5903     retractile
RID5904     ruptured
RID5905     scarred
RID5906     sclerosing
RID5907     septated
RID5908     serpentine
RID5909     serpiginous
RID5910     shallow
RID5911     sharp
RID5912     smooth
RID5913     tethered
RID5914     thickened
RID5915     thinned
RID5916     tortuous
RID5917     truncated
RID5918     ulcerated
RID5919     unilocular
RID5920     varicoid
RID5922     sliding
RID5923     pulsatile
RID5924     mobile
RID5925     in transit
RID5926     immobile
RID5928     biphasic flow
RID5929     triphasic flow
RID5931     laminar flow
RID5932     turbulent flow
RID5933     reversed flow
RID5935     regurgitant flow
RID5936     retrograde flow
RID5938     jet flow
RID5940     systolic flow
RID5941     diastolic flow
RID5942     peak flow
RID5943     arterial flow
RID5944     venous flow
RID5946     apex
RID5948     atria
RID5949     base
RID5950     body
RID5951     border
RID5952     major part
RID5954     ascending
RID5955     descending
RID5956     contents
RID5957     contour
RID5958     distribution pattern
RID5960     folds
RID5962     hilum
RID5963     infundibulum
RID5964     insertion
RID5965     lining
RID5967     lobe
RID5968     lobule
RID5969     lumen
RID5970     True lumen
RID5971     False lumen
RID5972     margin
RID5974     middle
RID5975     mucosa
RID5976     origin
RID5978     parenchyma
RID5980     rim
RID5981     roof
RID5982     septae
RID5983     submucosa
RID5985     undersurface
RID5986     tumor vascularity
RID5987     wall
RID5989     medulla
RID5990     muscularis
RID5991     serosa
RID5993     pole
RID6020     clock face position
RID6034     radiopacity
RID6035     radiopaque
RID6037     attenuation characteristic
RID6038     high attenuation
RID6039     low attenuation
RID6040     isoattenuating
RID6042     hypodense
RID6043     equal density
RID6044     hyperdense
RID6046     hypoechoic
RID6047     isoechoic
RID6048     hyperechoic
RID6049     signal characteristic
RID6050     low signal intensity
RID6051     intermediate signal intensity
RID6052     high signal intensity
RID6053     isointense
RID6055     enhancing
RID6056     nonenhancing
RID6057     isoenhancing
RID6058     enhancement pattern
RID6059     homogeneous
RID6060     heterogeneous
RID6061     circumferential enhancement
RID6064     flexor muscle
RID6067     tendon
RID6069     tendon sheath
RID607      ophthalmic artery
RID6073     fibrocartilage
RID6074     articular cartilage
RID6079     articular disc
RID608      central retinal artery
RID6084     symphysis
RID6093     synostosis
RID6098     bone region
RID6103     diaphysis
RID6105     epiphysis
RID6106     trabecular bone
RID6108     periosteum
RID6109     endosteum
RID6113     physis
RID6115     medullary cavity
RID6117     metaphysis
RID6118     facet
RID6120     subchondral bone
RID6122     joint
RID6123     long
RID6124     tubular
RID6126     end plate
RID6128     lateral recess
RID6129     pars interarticularis
RID6134     transverse process
RID6135     spinal canal
RID6141     cervical spine descriptor
RID6181     C1/C2
RID6182     C2/C3
RID6183     C3/C4
RID6184     C4/C5
RID6185     C5/C6
RID6186     C6/C7
RID6187     C7/T1
RID6189     T1/T2
RID6190     T2/T3
RID6191     T3/T4
RID6193     T5/T6
RID6194     T6/T7
RID6195     T7/T8
RID6196     T8/T9
RID6197     T9/T10
RID6198     T10/T11
RID6199     T11/T12
RID6200     T12/L1
RID6202     L1/L2
RID6203     L2/L3
RID6204     L3/L4
RID6205     L4/L5
RID6206     L5/S1
RID6208     S1/S2
RID6210     S3/S4
RID6214     asterion
RID6224     lambda
RID6227     occiput
RID6236     vertex
RID6237     zygion
RID6241     type III acromion
RID6243     annulus fibrosus
RID6247     intramural
RID6248     extramural
RID6249     intraperitoneal
RID625      muscular artery
RID6250     extraperitoneal
RID6251     interstitial
RID6254     media layer
RID6260     incarcerated hernia
RID6261     strangulated hernia
RID6263     exophytic
RID6264     intraparenchymal
RID6266     crossed
RID6267     uncrossed
RID6268     fused
RID6269     unfused
RID6270     varices descriptor
RID6271     uphill
RID6272     downhill
RID6273     polyp morphology characteristic
RID6274     villous
RID6275     adenomatous
RID6276     hyperplastic
RID6277     flat
RID6278     on a stalk
RID6279     sessile
RID6280     cardiomyopathy descriptor
RID6281     congestive
RID6282     infiltrative
RID6283     restrictive
RID6284     hypertrophic
RID6285     ischemic
RID6288     monoarticular
RID6289     polyarticular
RID6292     seronegative
RID6293     seropositive
RID6294     periarticular
RID6297     osteolytic
RID6298     osteosclerotic
RID6299     destruction pattern
RID6301     moth-eaten pattern
RID6302     permeative destruction pattern
RID6304     disc location
RID6305     extraforaminal
RID6306     foraminal
RID6307     paraspinal
RID6308     subarticular
RID6315     central plane
RID6322     anterior plane
RID6324     extraligamentous
RID6326     subligamentous
RID6327     submembranous
RID6330     cartilaginous
RID6331     collagenous
RID6333     gaseous
RID6334     liquefied
RID6335     nuclear
RID6336     osseous
RID6339     fatigue fracture
RID6341     comminuted fracture
RID6342     closed fracture
RID6343     open fracture
RID6344     depression fracture
RID6345     diaphyseal fracture
RID6346     intraarticular fracture
RID6347     periprosthetic fracture
RID6352     healing
RID6353     healed
RID6355     non-union
RID6357     grade I chondromalacia
RID6358     grade II chondromalacia
RID6359     grade III chondromalacia
RID6360     grade IV chondromalacia
RID6362     virilizing
RID6364     feminizing
RID6366     transudate
RID6367     exudate
RID6368     chylous
RID6369     aortic dissection descriptor
RID6370     Stanford type A
RID6371     Stanford type B
RID6372     DeBakey type I
RID6374     DeBakey type III
RID6376     cavernous
RID6377     dural based
RID6378     epidural
RID6379     extracranial
RID6380     extraaxial
RID6381     infratentorial
RID6382     intraaxial
RID6383     intracranial
RID6385     petrous
RID6386     subarachnoid
RID6387     subcortical
RID6388     subdural
RID6389     supratentorial
RID6392     temporal brain region
RID6399     alobar
RID6400     semilobar
RID6401     gyriform
RID6402     hemispheric
RID6403     leptomeningeal
RID6404     pachymeningeal
RID6405     suprasellar
RID6406     territorial
RID6407     transependymal
RID6408     watershed
RID6411     feeding artery
RID6413     orthopedic implant
RID6417     treatment technique
RID6419     radical
RID642      posterior communicating artery
RID6420     modified radical
RID6421     laparoscopic
RID6422     transperineal
RID6423     retropubic
RID6424     transcutaneous
RID6425     transurethral
RID6427     transabdominal
RID6428     laser treatment
RID6430     end-to-end anastomosis
RID6431     end-to-side anastomosis
RID6432     side-to-side anastomosis
RID6434     brain
RID6437     telencephalon
RID6440     frontal lobe
RID6456     central sulcus
RID6463     diagonal band
RID6466     olfactory bulb
RID6467     olfactory tract
RID6472     insula
RID6476     temporal lobe
RID648      anterior cerebral artery
RID6494     postcentral gyrus
RID6499     postcentral sulcus
RID6502     occipital lobe
RID6527     cavum septi pellucidi
RID6529     hippocampus
RID6544     corpus striatum
RID6545     caudate nucleus
RID6551     putamen
RID6566     diencephalon
RID6576     pineal gland
RID6578     thalamus
RID6581     interthalamic adhesion
RID6584     pulvinar
RID6620     thalamic tract
RID6625     acoustic radiation
RID6639     hypothalamus
RID6641     optic chiasm
RID665      middle cerebral artery
RID6677     brainstem
RID6728     pons
RID6768     midbrain
RID6815     cerebellum
RID6834     declive
RID684      external carotid artery
RID6864     flocculus
RID6888     dentate nucleus
RID6892     cerebellar peduncle
RID69       left lobe of liver
RID6905     claustrum
RID6908     external capsule
RID6909     extreme capsule
RID6911     anterior commissure
RID6915     corpus callosum
RID6931     short association fiber
RID6941     internal capsule
RID6959     semioval center
RID6998     frontal eye fields
RID701      facial artery
RID7035     olfactory cortex
RID7093     dura mater
RID7094     falx cerebri
RID7097     falx cerebelli
RID7109     arachnoid granulation
RID711      occipital artery
RID7111     epidural space
RID7119     subarachnoid space
RID7120     subdural space
RID7121     subgaleal space
RID7123     cerebral ventricle
RID7124     lateral ventricle
RID7137     third ventricle
RID7147     fourth ventricle
RID7181     cisterna magna
RID7195     peripheral nerve
RID7201     phrenic nerve
RID7202     brachial plexus
RID7206     long thoracic nerve
RID7211     suprascapular nerve
RID7240     axillary nerve
RID7243     musculocutaneous nerve
RID7246     median nerve
RID7248     anterior interosseous nerve
RID7257     radial nerve
RID726      superficial temporal artery
RID7273     ulnar nerve
RID7284     lumbar plexus
RID7288     ilioinguinal nerve
RID7289     genitofemoral nerve
RID7293     obturator nerve
RID7297     femoral nerve
RID7306     saphenous nerve
RID7308     sacral plexus
RID7312     pudendal nerve
RID7330     sciatic nerve
RID7331     tibial nerve
RID7333     medial plantar nerve
RID734      maxillary artery
RID7342     lateral plantar nerve
RID7347     sural nerve
RID7348     common peroneal nerve
RID7359     deep peroneal nerve
RID7361     spinal cord
RID7367     filum terminale
RID74       right lobe of liver
RID7404     white matter of spinal cord
RID742      middle meningeal artery
RID7435     spinal nerve
RID7447     dorsal root ganglion
RID7448     cervical plexus
RID7456     lumbosacral plexus
RID7467     procedure step
RID7470     hepatobiliary surgery
RID7471     short
RID7472     traction device
RID7475     cavitary
RID7478     medication
RID7488     neck
RID7495     scalene muscle
RID7496     anterior scalene muscle
RID7497     middle scalene muscle
RID7500     sternocleidomastoid muscle
RID7519     sternohyoid muscle
RID7520     omohyoid muscle
RID7527     hyoid bone
RID7530     soft tissue of neck
RID7541     pharyngeal space
RID7558     cricopharyngeus
RID7568     carotid space
RID7570     parotid space
RID7571     danger space
RID7578     thyroid gland
RID7587     parathyroid gland
RID7589     larynx
RID7590     thyroid cartilage
RID7653     supraglottis
RID7657     epiglottis
RID7672     glottis
RID7673     vocal fold
RID7674     rima glottidis
RID7694     thoracic duct
RID77       caudate lobe of liver
RID773      subclavian artery
RID774      vertebral artery
RID7741     spine
RID7743     vertebral body
RID7745     atlas
RID7747     axis
RID7749     dens
RID7770     lumbar vertebral body
RID78       bare area of liver
RID7829     alar ligament
RID7833     transverse ligament
RID7835     cruciate ligament
RID7842     anterior atlantoaxial ligament
RID7848     nuchal ligament
RID7850     ligamentum flavum
RID7853     anterior longitudinal ligament
RID7885     intervertebral foramen
RID7890     intervertebral disk
RID7907     uncovertebral joint
RID791      basilar artery
RID7913     atlantoaxial joint
RID8        treatment
RID80       porta Hepatis
RID81       falciform ligament
RID835      musculophrenic artery
RID853      costocervical trunk
RID86       spleen
RID860      axillary artery
RID865      brachial artery
RID866      radial artery
RID867      deep palmar arch
RID870      ulnar artery
RID871      superficial palmar arch
RID879      thoracic aorta
RID88       adrenal gland
RID880      bronchial artery
RID905      abdominal aorta
RID906      celiac artery
RID908      left gastric artery
RID9080     head
RID9082     mandible
RID909      common hepatic artery
RID910      gastroduodenal artery
RID9118     mandibular foramen
RID9120     mandibular canal
RID9123     mandibular notch
RID9125     tooth
RID9126     canine tooth
RID9127     incisor tooth
RID9128     molar tooth
RID9129     premolar tooth
RID9131     deciduous tooth
RID9133     crown of tooth
RID914      proper hepatic artery
RID916      left hepatic artery
RID918      right hepatic artery
RID919      cystic artery
RID9196     skull
RID9199     ethmoid bone
RID9200     cribriform plate
RID9202     crista galli
RID9207     frontal bone
RID921      splenic artery
RID9214     supraorbital foramen
RID9236     maxilla
RID927      superior mesenteric artery
RID9280     parietal bone
RID9281     sphenoid bone
RID9311     foramen ovale
RID9312     foramen rotundum
RID9313     foramen spinosum
RID932      jejunal artery
RID9330     occipital bone
RID9332     clivus
RID9335     foramen magnum
RID934      ileocolic artery
RID935      adrenal artery
RID9353     occipital plane
RID936      renal artery
RID9361     temporal bone
RID937      gonadal artery
RID9372     carotid canal
RID9374     vertical segment of carotid canal
RID938      lumbar artery
RID939      inferior mesenteric artery
RID9392     internal auditory canal
RID9394     vertical crest of internal auditory canal
RID9395     facial area of internal auditory canal
RID9396     cochlear area of internal auditory canal
RID94       gastrointestinal tract
RID9407     jugular fossa
RID941      sigmoid artery
RID9410     mastoid canaliculus
RID9417     tympanic canaliculus
RID9419     eustachian tube
RID945      internal iliac artery
RID9458     zygomatic bone
RID9470     nasal bone
RID9471     lacrimal bone
RID948      iliolumbar artery
RID949      superior gluteal artery
RID9497     foramen lacerum
RID95       esophagus
RID9501     jugular foramen
RID9505     palatovaginal canal
RID9511     sphenopalatine foramen
RID9514     canal of Arnold
RID9532     nasal cavity
RID9547     olfactory area
RID955      uterine artery
RID9555     frontal sinus
RID9557     maxillary sinus
RID9558     ostiomeatal unit
RID9561     ethmoid sinus
RID9566     ethmoidal bulla
RID957      external iliac artery
RID9573     orbit
RID958      common femoral artery
RID959      deep femoral artery
RID9606     cornea
RID962      popliteal artery
RID9651     retina
RID9671     fovea centralis
RID9701     superior rectus muscle
RID9702     inferior rectus muscle
RID974      pulmonary artery
RID975      main pulmonary artery
RID976      right pulmonary artery
RID9761     lacrimal gland
RID9802     cranial suture
RID9806     sagittal suture
RID9908     masseter muscle
RID9912     temporalis muscle
RID9919     scalp
RID9922     mouth
RID9938     oral cavity
RID9940     bony palate
RID9943     uvula
RID9951     sublingual caruncle
RID9968     submandibular gland
RID9970     tongue
RID9990     nasopharynx
RID9995     torus tubarius
